id,str_exp,TextList,Segmened_text,vars
7612,(12.0*2),"Parallelogram(A,B,C,D), IsMidpointOf(Point(E),Line(C,D)), Line(A,E), Line(B,D), Point(O), Triangle($)",Parallelogram ABCD  IsMidpointOf Point E Line CD   Line AE  Line BD  Point O  Triangle $ ,24
7615,(((1.0+3.0)/1.0)/4.0*1.0),"LengthOf(Triangle(A,B,C)), Parallel(Line(D,E),Line(B,C)), Equals(LengthOf(Line(A,D), Line(D,B)),1:3), Equals(LengthOf(Line(D,E)),4), LengthOf(Line(B,C))",LengthOf Triangle ABC   Parallel Line DE Line BC   Equals LengthOf Line AD  Line DB  1:3  Equals LengthOf Line DE  4  LengthOf Line BC  ,16
7617,(((2.0+3.0)/2.0)/4.0),"Parallelogram(A,B,C,D), Parallel(Line(E,F),Line(B,C)), Equals(LengthOf(Line(A,E), Line(E,B)),2:3), Equals(LengthOf(Line(E,F)),4), LengthOf(Line(A,D))",Parallelogram ABCD  Parallel Line EF Line BC   Equals LengthOf Line AE  Line EB  2:3  Equals LengthOf Line EF  4  LengthOf Line AD  ,10
7618,(б╠(13.0*13.0-5.0*5.0)),"LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(A,C,B)),90бу), Line(A,B), Line(C,D), Equals(MeasureOf(Angle(A,C,D)),MeasureOf(Angle(B))), Equals(LengthOf(Line(B,C)),13cm), Equals(LengthOf(Line(C,D)),5cm), LengthOf(Line(B,D))",LengthOf Triangle ABC   Equals MeasureOf Angle ACB  90бу  Line AB  Line CD  Equals MeasureOf Angle ACD  MeasureOf Angle B    Equals LengthOf Line BC  13cm  Equals LengthOf Line CD  5cm  LengthOf Line BD  ,12
7619,((1.0/3.0)*12.0),"LengthOf(Triangle(A,B,C)), Equals(Parallel(Line(D,E),Line(B,C)), RatioOf(Line(A,D),Line(A,B)),\frac{1}{3}), Equals(LengthOf(Line(B,C)),12), LengthOf(Line(D,E))",LengthOf Triangle ABC   Equals Parallel Line DE Line BC   RatioOf Line AD Line AB  \frac{1}{3}  Equals LengthOf Line BC  12  LengthOf Line DE  ,4
7621,((3.0*2)*2),"Parallelogram(A,B,C,D), IsMidpointOf(Point(M),IntersectAt(Line(C,D),Line(A,M),Line(B,D),Point(N))), Triangle($)",Parallelogram ABCD  IsMidpointOf Point M IntersectAt Line CD Line AM Line BD Point N    Triangle $ ,12
7626,(((3.0+2.0)/3.0)/2.0),"LengthOf(Triangle(A,B,C)), Line(B,D), MeasureOf(Angle(A,B,C)), Parallel(Line(D,E),Line(A,B)), Line(B,C), Equals(LengthOf(Line(E,C)),3), Equals(LengthOf(Line(B,E)),2), LengthOf(Line(A,B))",LengthOf Triangle ABC   Line BD  MeasureOf Angle ABC   Parallel Line DE Line AB   Line BC  Equals LengthOf Line EC  3  Equals LengthOf Line BE  2  LengthOf Line AB  ,3.333333333
7627,|((10.0/2)/10.0*16.0)-((10.0/2)/10.0*16.0)|,"LengthOf(Triangle(A,B,C)), BisectsAngle(Line(B,F),MeasureOf(Angle(A,B,C))), Line(A,F), Line(B,F), Point(F), IsMidpointOf(Point(D),Line(A,B)), Line(D,F), Line(A,C), Point(E), Equals(LengthOf(Line(A,B)),10), Equals(LengthOf(Line(B,C)),16), Line(E,F)",LengthOf Triangle ABC   BisectsAngle Line BF MeasureOf Angle ABC    Line AF  Line BF  Point F  IsMidpointOf Point D Line AB   Line DF  Line AC  Point E  Equals LengthOf Line AB  10  Equals LengthOf Line BC  16  Line EF ,3
7628,(((1.0/3.0*4.0)+1.0)/1.0*4.0),"Square(D,E,F,G), LengthOf(Triangle(A,B,C)), Line(A,C), Line(A,B), Line(A,G), Line(D,E), Line(B,C), Point(M), Point(N), Equals(MeasureOf(Angle(B)),90бу), Equals(LengthOf(Line(A,B)),4), Equals(LengthOf(Line(B,C)),3), Equals(LengthOf(Line(E,F)),1), Find(LengthOf(Line(B,N)))",Square DEFG  LengthOf Triangle ABC   Line AC  Line AB  Line AG  Line DE  Line BC  Point M  Point N  Equals MeasureOf Angle B  90бу  Equals LengthOf Line AB  4  Equals LengthOf Line BC  3  Equals LengthOf Line EF  1  Find LengthOf Line BN   ,1.714285714
7629,((1.0+2.0)/2.0*1.0),"LengthOf(Triangle(A,B,C)), Equals(Parallel(Line(D,E),Line(B,C)), RatioOf(Line(A,D),Line(D,B)),\frac{1}{2}), Equals(LengthOf(Line(D,E)),2cm), LengthOf(Line(B,C))",LengthOf Triangle ABC   Equals Parallel Line DE Line BC   RatioOf Line AD Line DB  \frac{1}{2}  Equals LengthOf Line DE  2cm  LengthOf Line BC  ,6
7630,(((2.0+3.0)/2.0)/4.0),"LengthOf(Triangle(A,B,C)), Parallel(Line(D,E),Line(B,C)), Equals(LengthOf(Line(A,E), Line(E,C)),2:3), Equals(LengthOf(Line(D,E)),4), LengthOf(Line(B,C))",LengthOf Triangle ABC   Parallel Line DE Line BC   Equals LengthOf Line AE  Line EC  2:3  Equals LengthOf Line DE  4  LengthOf Line BC  ,10
7631,(cos((30.0*2)/180*pi)),"Line(A,B), Line(C,D), Circle(O), IsChordOf(Parallel(Line(B,E),Line(C,D)),Circle($)), Equals(MeasureOf(Angle(B,A,C)),30бу), RatioOf(Line(B,E),Line(A,B))",Line AB  Line CD  Circle O  IsChordOf Parallel Line BE Line CD  Circle $   Equals MeasureOf Angle BAC  30бу  RatioOf Line BE Line AB  ,0.5
7632,((1.0+2.0)/2.0*1.0),"Rhombus(A,B,C,D), Line(C,D), Line(A,E), Line(B,C), Point(F), Equals(LengthOf(Line(C,E)),1), Equals(LengthOf(Line(D,E)),2), LengthOf(Line(C,F))",Rhombus ABCD  Line CD  Line AE  Line BC  Point F  Equals LengthOf Line CE  1  Equals LengthOf Line DE  2  LengthOf Line CF  ,1.5
7637,(1.0*2),"Parallelogram(A,B,C,D), IsMidpointOf(Point(E),Line(A,D)), PerimeterOf(Polygon($)), Equals(LengthOf(Triangle(D,E,F)),1), LengthOf(Triangle(B,C,F))",Parallelogram ABCD  IsMidpointOf Point E Line AD   PerimeterOf Polygon $   Equals LengthOf Triangle DEF  1  LengthOf Triangle BCF  ,2
7638,(|4.0-3.0|*(4.0+3.0)),"Equals(LengthOf(Line(P,A)),Line(P,B)), Equals(MeasureOf(Angle(A,P,B)),Mul(IntersectAt(MeasureOf(Angle(A,C,B)),Line(A,C),Line(P,B),Point(D)),2)), Equals(LengthOf(Line(P,B)),4), Equals(LengthOf(Line(P,D)),3), LengthOf(Line(A,D), Line(D,C))",Equals LengthOf Line PA  Line PB   Equals MeasureOf Angle APB  Mul IntersectAt MeasureOf Angle ACB  Line AC Line PB Point D  2   Equals LengthOf Line PB  4  Equals LengthOf Line PD  3  LengthOf Line AD  Line DC  ,7
7641,((1.0/3.0)*(1.0/3.0)),"Line(A,B), Line(A,C), LengthOf(Triangle(A,B,C)), Parallel(Line(D,E),Line(B,C)), Equals(LengthOf(Line(D,E), Line(B,C)),1:3), Triangle($)",Line AB  Line AC  LengthOf Triangle ABC   Parallel Line DE Line BC   Equals LengthOf Line DE  Line BC  1:3  Triangle $ ,0.111111111
7648,((5.0*2)*2),"Parallelogram(A,B,C,D), IsMidpointOf(Point(E),Line(A,D)), Line(E,C), Line(B,D), Point(F), Triangle($)",Parallelogram ABCD  IsMidpointOf Point E Line AD   Line EC  Line BD  Point F  Triangle $ ,20
7649,(|4.0-1.0|/2),"LengthOf(Triangle(A,B,C)), Equals(LengthOf(Line(A,C)),4), Point(D), Point(E), Point(F), Line(A,B), Line(B,C), Line(A,C), Equals(LengthOf(Line(A,F)),1), Line(F,D), Line(D,E), Equals(MeasureOf(Angle(D,F,E)),60бу), LengthOf(Line(A,D))",LengthOf Triangle ABC   Equals LengthOf Line AC  4  Point D  Point E  Point F  Line AB  Line BC  Line AC  Equals LengthOf Line AF  1  Line FD  Line DE  Equals MeasureOf Angle DFE  60бу  LengthOf Line AD  ,1.5
7650,((4.0+2.0)/3.5*4.0),"Parallel(Line(D,E),Line(B,C)), Equals(LengthOf(Line(A,D)),4), Equals(LengthOf(Line(D,B)),2), Equals(LengthOf(Line(D,E)),3.5), LengthOf(Line(B,C))",Parallel Line DE Line BC   Equals LengthOf Line AD  4  Equals LengthOf Line DB  2  Equals LengthOf Line DE  3.5  LengthOf Line BC  ,5.25
7653,|(((1.0+2.0)*(1.0+2.0))*2.0)-2.0|,"LengthOf(Triangle(A,B,C)), Line(A,B), Line(A,C), Parallel(Line(E,F),Line(B,C)), Equals(RatioOf(Line(A,E),Line(E,B)),\frac{1}{2}), Equals(LengthOf(Triangle(A,E,F)),2), AreaOf(Quadrilateral(E,B,C,F))",LengthOf Triangle ABC   Line AB  Line AC  Parallel Line EF Line BC   Equals RatioOf Line AE Line EB  \frac{1}{2}  Equals LengthOf Triangle AEF  2  AreaOf Quadrilateral EBCF  ,16
7655,((1.0/3.0)/3.0),"LengthOf(Triangle(A,B,C)), Equals(Parallel(Line(D,E),Line(B,C)), RatioOf(Line(A,D),Line(A,B)),\frac{1}{3}), Equals(LengthOf(Line(D,E)),3), LengthOf(Line(B,C))",LengthOf Triangle ABC   Equals Parallel Line DE Line BC   RatioOf Line AD Line AB  \frac{1}{3}  Equals LengthOf Line DE  3  LengthOf Line BC  ,9
7658,((3.0*2)*2),"LengthOf(Triangle(A,B,C)), IsMidpointOf(Point(D),Line(A,B)), Parallel(Line(D,E),Line(B,C)), Equals(LengthOf(Triangle(A,D,E)),3)",LengthOf Triangle ABC   IsMidpointOf Point D Line AB   Parallel Line DE Line BC   Equals LengthOf Triangle ADE  3 ,12
7661,((((1.0+2.0)/2.0)*((1.0+2.0)/2.0))*18.0),"LengthOf(Triangle(A,B,C)), Point(D), Line(A,C), Point(E), Line(B,C), Parallel(Line(D,E),Line(A,B)), Equals(LengthOf(Line(A,D), Line(D,C)),1:2), Equals(LengthOf(Triangle(A,B,C)),18), LengthOf(Triangle(D,E,C))",LengthOf Triangle ABC   Point D  Line AC  Point E  Line BC  Parallel Line DE Line AB   Equals LengthOf Line AD  Line DC  1:2  Equals LengthOf Triangle ABC  18  LengthOf Triangle DEC  ,8
7664,|(2.0*2)-1.0|,"LengthOf(Triangle(A,B,C)), Point(D), Line(A,B), Equals(MeasureOf(Angle(A,C,D)),MeasureOf(Angle(A,B,C))), Equals(LengthOf(Line(A,C)),2), Equals(LengthOf(Line(A,D)),1), LengthOf(Line(D,B))",LengthOf Triangle ABC   Point D  Line AB  Equals MeasureOf Angle ACD  MeasureOf Angle ABC    Equals LengthOf Line AC  2  Equals LengthOf Line AD  1  LengthOf Line DB  ,3
7667,(2.0*2),"Parallelogram(A,B,C,D), Equals(LengthOf(Line(A,E)),Line(E,B)), Equals(LengthOf(Line(A,F)),2), LengthOf(Line(F,C))",Parallelogram ABCD  Equals LengthOf Line AE  Line EB   Equals LengthOf Line AF  2  LengthOf Line FC  ,4
7670,((2.0*2)/5.0),"Circle(O), Circle($), LengthOf(Triangle(A,B,C)), BisectsAngle(Line(A,D),MeasureOf(Angle(B,A,C))), Point(D), Equals(LengthOf(Line(A,D)),5), Equals(LengthOf(Line(B,D)),2), LengthOf(Line(D,E))",Circle O  Circle $  LengthOf Triangle ABC   BisectsAngle Line AD MeasureOf Angle BAC    Point D  Equals LengthOf Line AD  5  Equals LengthOf Line BD  2  LengthOf Line DE  ,0.8
7672,(|6.0-2.0|/6.0),"Parallelogram(A,B,C,D), Equals(LengthOf(Line(A,B)),6), Equals(LengthOf(Line(E,C)),2), LengthOf(Line(D,F), Line(A,F))",Parallelogram ABCD  Equals LengthOf Line AB  6  Equals LengthOf Line EC  2  LengthOf Line DF  Line AF  ,0.666666667
7674,(((1.0+2.0)/1.0)/2.0),"LengthOf(Triangle(A,B,C)), Parallel(Line(D,E),Line(B,C)), Equals(LengthOf(Line(A,D), Line(D,B)),1:2), Equals(LengthOf(Line(D,E)),2), LengthOf(Line(B,C))",LengthOf Triangle ABC   Parallel Line DE Line BC   Equals LengthOf Line AD  Line DB  1:2  Equals LengthOf Line DE  2  LengthOf Line BC  ,6
7675,(((3.0+4.0)/3.0)*7.0),"Parallelogram(A,B,C,D), Parallel(Line(E,F),Line(A,B)), Line(A,D), Point(E), Line(B,D), Point(F), Equals(LengthOf(Line(D,E), Line(E,A)),3:4), Equals(LengthOf(Line(C,D)),7), LengthOf(Line(E,F))",Parallelogram ABCD  Parallel Line EF Line AB   Line AD  Point E  Line BD  Point F  Equals LengthOf Line DE  Line EA  3:4  Equals LengthOf Line CD  7  LengthOf Line EF  ,3
7676,|(((1.0/2.0)*(1.0/2.0))/1.0)-1.0|,"LengthOf(Triangle(A,B,C)), Point(D), Point(E), Line(A,C), Line(A,B), Equals(Equals(RatioOf(Line(A,D),Line(A,B)),RatioOf(Line(A,E),Line(A,C))),\frac{1}{2}), Equals(LengthOf(Triangle(A,D,E)),1cm2), Equals(AreaOf(Quadrilateral(E,B,C,D)),()cm2)",LengthOf Triangle ABC   Point D  Point E  Line AC  Line AB  Equals Equals RatioOf Line AD Line AB  RatioOf Line AE Line AC   \frac{1}{2}  Equals LengthOf Triangle ADE  1cm2  Equals AreaOf Quadrilateral EBCD    cm2 ,3
7678,(((1.0+2.0)/1.0)/2.0),"Equals(LengthOf(Line(A,D), Line(B,D)),1:2), Parallel(Line(D,E),Line(B,C)), Equals(LengthOf(Line(D,E)),2), Line(B,C)",Equals LengthOf Line AD  Line BD  1:2  Parallel Line DE Line BC   Equals LengthOf Line DE  2  Line BC ,6
7684,(|4.0-1.0|/1.0*4.0),"Equals(SideOf(Equilateral(Triangle(A,B,C))),4), Point(P), Line(B,C), Equals(LengthOf(Line(B,P)),1), Point(D), Line(A,C), Equals(MeasureOf(Angle(A,P,D)),60бу), LengthOf(Line(C,D))",Equals SideOf Equilateral Triangle ABC   4  Point P  Line BC  Equals LengthOf Line BP  1  Point D  Line AC  Equals MeasureOf Angle APD  60бу  LengthOf Line CD  ,0.75
7685,(2.0/5.0),"IntersectAt(Parallel(Line(A,B),Line(C,D)),Line(A,C),Line(B,D),Point(E)), Equals(LengthOf(Line(A,B)),2), Equals(LengthOf(Line(C,D)),5), LengthOf(Triangle(A,B,E)), LengthOf(Triangle(C,D,E))",IntersectAt Parallel Line AB Line CD  Line AC Line BD Point E   Equals LengthOf Line AB  2  Equals LengthOf Line CD  5  LengthOf Triangle ABE   LengthOf Triangle CDE  ,0.4
7693,((6.0+4.0)*2),"Parallelogram(A,B,C,D), IsMidpointOf(Point(E),Line(A,B)), Line(A,D), Line(E,F), Line(A,C), Point(G), Equals(LengthOf(Line(A,F)),3cm), Equals(LengthOf(Line(D,F)),6cm), Equals(LengthOf(Line(A,G)),4cm), LengthOf(Line(A,C))",Parallelogram ABCD  IsMidpointOf Point E Line AB   Line AD  Line EF  Line AC  Point G  Equals LengthOf Line AF  3cm  Equals LengthOf Line DF  6cm  Equals LengthOf Line AG  4cm  LengthOf Line AC  ,20
7697,((3.0/4.0)*(10.0/2)),"InscribedIn(Triangle(A,B,C),Circle(O)), Line(A,C), Line(E,F), Line(A,B), Point(F), Equals(RatioOf(Line(A,E),Line(E,F)),\frac{3}{4}), Equals(LengthOf(Line(B,C)),10), Line(B,C), LengthOf(Line(O,D))",InscribedIn Triangle ABC Circle O   Line AC  Line EF  Line AB  Point F  Equals RatioOf Line AE Line EF  \frac{3}{4}  Equals LengthOf Line BC  10  Line BC  LengthOf Line OD  ,3.75
7701,(((2.0/3.0)/6.0)+6.0),"LengthOf(Triangle(A,B,C)), Point(D), Point(E), Line(A,B), Line(A,C), Parallel(Line(D,E),Line(B,C)), Equals(LengthOf(Line(A,E), Line(E,C)),2:3,LengthOf(Line(A,D)), LengthOf(Line(A,B))",LengthOf Triangle ABC   Point D  Point E  Line AB  Line AC  Parallel Line DE Line BC   Equals LengthOf Line AE  Line EC  2:3LengthOf Line AD   LengthOf Line AB  ,15
7703,((((1.0+2.0)/1.0)*((1.0+2.0)/1.0))/4.0),"Parallelogram(A,B,C,D), Equals(LengthOf(Line(A,E), Line(E,B)),1:2), Triangle($)",Parallelogram ABCD  Equals LengthOf Line AE  Line EB  1:2  Triangle $ ,36
7705,(5.0/10.0*8.0),"Triangle(A,B,C), Equals(MeasureOf(Angle(C)),90бу), Equals(LengthOf(Line(A,B)),10), Equals(LengthOf(Line(A,C)),8), Line(A,C), Equals(LengthOf(Line(A,E)),5), Line(E,D), Line(A,B), Point(D), LengthOf(Line(A,D))",Triangle ABC  Equals MeasureOf Angle C  90бу  Equals LengthOf Line AB  10  Equals LengthOf Line AC  8  Line AC  Equals LengthOf Line AE  5  Line ED  Line AB  Point D  LengthOf Line AD  ,4
7706,(2.0*2),"Line(C,D), Parallelogram(A,B,C,D), Equals(LengthOf(Line(F,D)),Mul(Line(F,C),2)), Line(A,F), Line(B,C), Equals(LengthOf(Line(C,E)),2), LengthOf(Line(A,D))",Line CD  Parallelogram ABCD  Equals LengthOf Line FD  Mul Line FC 2   Line AF  Line BC  Equals LengthOf Line CE  2  LengthOf Line AD  ,4
7707,(((1.0/3.0)*(1.0/3.0))/4.0),"LengthOf(Triangle(A,B,C)), Parallel(Line(D,E),Line(B,C)), Equals(LengthOf(Line(A,D), Line(A,B)),1:3), Equals(LengthOf(Triangle(A,D,E)),4)",LengthOf Triangle ABC   Parallel Line DE Line BC   Equals LengthOf Line AD  Line AB  1:3  Equals LengthOf Triangle ADE  4 ,36
7708,(((1.0+2.0)/1.0)/3.0),"LengthOf(Triangle(A,B,C)), Equals(Parallel(Line(D,E),Line(A,C)), RatioOf(Line(B,D),Line(D,A)),\frac{1}{2}), Equals(LengthOf(Line(D,E)),3), LengthOf(Line(A,C))",LengthOf Triangle ABC   Equals Parallel Line DE Line AC   RatioOf Line BD Line DA  \frac{1}{2}  Equals LengthOf Line DE  3  LengthOf Line AC  ,9
7710,|((2.0*2)*2)-2.0|,"IsMedianOf(Line(D,E),Shape($)), LengthOf(Triangle(A,B,C)), Equals(LengthOf(Triangle(A,D,E)),2), AreaOf(Quadrilateral(D,B,C,E))",IsMedianOf Line DE Shape $   LengthOf Triangle ABC   Equals LengthOf Triangle ADE  2  AreaOf Quadrilateral DBCE  ,6
7711,(6.0/5.0*10.0),"LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(A,E,D)),MeasureOf(Angle(B))), Equals(LengthOf(Line(D,E)),6;), Equals(LengthOf(Line(A,B)),10), Equals(LengthOf(Line(A,E)),5), LengthOf(Line(B,C))",LengthOf Triangle ABC   Equals MeasureOf Angle AED  MeasureOf Angle B    Equals LengthOf Line DE  6;  Equals LengthOf Line AB  10  Equals LengthOf Line AE  5  LengthOf Line BC  ,12
7718,(3.0/5.0*4.0),"LengthOf(Triangle(A,B,C)), Line(A,E), Line(B,C), Point(D), Equals(MeasureOf(Angle(C)),MeasureOf(Angle(C,B,E))), Equals(LengthOf(Line(A,D), Line(D,E)),3:5), Equals(LengthOf(Line(B,D)),4), LengthOf(Line(D,C))",LengthOf Triangle ABC   Line AE  Line BC  Point D  Equals MeasureOf Angle C  MeasureOf Angle CBE    Equals LengthOf Line AD  Line DE  3:5  Equals LengthOf Line BD  4  LengthOf Line DC  ,2.4
7720,((3.0*2)*2),"Parallelogram(A,B,C,D), Point(E), Line(C,D), IntersectAt(Line(B,E),Line(A,D),Point(F)), Equals(LengthOf(Line(C,D)),Mul(Line(D,E),2)), Equals(LengthOf(Triangle(D,E,F)),3), AreaOf(Triangle(A,B,F))",Parallelogram ABCD  Point E  Line CD  IntersectAt Line BE Line AD Point F   Equals LengthOf Line CD  Mul Line DE 2   Equals LengthOf Triangle DEF  3  AreaOf Triangle ABF  ,12
7723,|((3.0+1.0)/3.0*2.0)-2.0|,"LengthOf(Triangle(A,B,C)), Angle($), Equals(MeasureOf(Angle(C,D,E)),m), MeasureOf(Angle(B,E,D)), Equals(LengthOf(Line(A,E)),2), Equals(LengthOf(Line(A,D)),3), Equals(LengthOf(Line(C,D)),1), LengthOf(Line(B,E))",LengthOf Triangle ABC   Angle $  Equals MeasureOf Angle CDE  m  MeasureOf Angle BED   Equals LengthOf Line AE  2  Equals LengthOf Line AD  3  Equals LengthOf Line CD  1  LengthOf Line BE  ,4
7731,((4.0*2)*2),"LengthOf(Triangle(A,B,C)), Line(A,B), Line(A,C), Equals(LengthOf(Triangle(A,D,E)),4)",LengthOf Triangle ABC   Line AB  Line AC  Equals LengthOf Triangle ADE  4 ,16
7732,(5.0/4.0*8.0),"Point(D), Point(E), Line(A,B), Line(A,C), Equals(MeasureOf(Angle(B)),MeasureOf(Angle(A,E,D))), Equals(LengthOf(Line(D,E)),4,LengthOf(Line(A,E)), Equals(LengthOf(Line(B,C)),8;), LengthOf(Line(A,B))",Point D  Point E  Line AB  Line AC  Equals MeasureOf Angle B  MeasureOf Angle AED    Equals LengthOf Line DE  4LengthOf Line AE   Equals LengthOf Line BC  8;  LengthOf Line AB  ,10
7733,(((3.0+4.0)/3.0)/3.0),"Parallelogram(A,B,C,D), Parallel(Line(E,F),Line(A,B)), Line(A,D), Line(B,D), Equals(LengthOf(Line(D,E), Line(E,A)),3:4), Equals(LengthOf(Line(E,F)),3), LengthOf(Line(C,D))",Parallelogram ABCD  Parallel Line EF Line AB   Line AD  Line BD  Equals LengthOf Line DE  Line EA  3:4  Equals LengthOf Line EF  3  LengthOf Line CD  ,7
7734,((2.0+3.0)/4.0*2.0),"LengthOf(Triangle(A,B,C)), Parallel(Line(D,E),Line(B,C)), Equals(LengthOf(Line(A,E), Line(E,C)),2:3), Equals(LengthOf(Line(D,E)),4), LengthOf(Line(B,C))",LengthOf Triangle ABC   Parallel Line DE Line BC   Equals LengthOf Line AE  Line EC  2:3  Equals LengthOf Line DE  4  LengthOf Line BC  ,10
7738,|(2.0/5.0*2.0)-5.0|,"Circle(O), Circle($), LengthOf(Triangle(A,B,C)), BisectsAngle(Line(A,D),MeasureOf(Angle(B,A,C))), Point(D), Equals(LengthOf(Line(A,D)),5), Equals(LengthOf(Line(B,D)),2), LengthOf(Line(A,E))",Circle O  Circle $  LengthOf Triangle ABC   BisectsAngle Line AD MeasureOf Angle BAC    Point D  Equals LengthOf Line AD  5  Equals LengthOf Line BD  2  LengthOf Line AE  ,4.2
7739,((sin((|180-120.0|/2)/180*pi))*4.0),"LengthOf(Triangle(A,O,B)), Equals(MeasureOf(Angle(A,O,B)),120бу), Line(B,D), Line(A,C), Line(C,D), Equals(LengthOf(Line(A,B)),4), LengthOf(Line(D,C))",LengthOf Triangle AOB   Equals MeasureOf Angle AOB  120бу  Line BD  Line AC  Line CD  Equals LengthOf Line AB  4  LengthOf Line DC  ,2
7740,((2.0/3.0)*(2.0/3.0)),"IntersectAt(Parallel(Line(A,B),Line(C,D)),Line(A,D),Line(B,C),Point(O)), Equals(LengthOf(Line(A,B)),2), Equals(LengthOf(Line(C,D)),3), RatioOf(LengthOf(Triangle(A,O,B))), LengthOf(Triangle(C,O,D))",IntersectAt Parallel Line AB Line CD  Line AD Line BC Point O   Equals LengthOf Line AB  2  Equals LengthOf Line CD  3  RatioOf LengthOf Triangle AOB    LengthOf Triangle COD  ,0.444444444
7741,(б╠((б╠((б╠((б╠(2.0*2.0+2.0*2.0))*(б╠(2.0*2.0+2.0*2.0))+2.0*2.0))*(б╠((б╠(2.0*2.0+2.0*2.0))*(б╠(2.0*2.0+2.0*2.0))+2.0*2.0))+4.0*4.0))*(б╠((б╠((б╠(2.0*2.0+2.0*2.0))*(б╠(2.0*2.0+2.0*2.0))+2.0*2.0))*(б╠((б╠(2.0*2.0+2.0*2.0))*(б╠(2.0*2.0+2.0*2.0))+2.0*2.0))+4.0*4.0))+(б╠((б╠((б╠(2.0*2.0+2.0*2.0))*(б╠(2.0*2.0+2.0*2.0))+2.0*2.0))*(б╠((б╠(2.0*2.0+2.0*2.0))*(б╠(2.0*2.0+2.0*2.0))+2.0*2.0))+4.0*4.0))*(б╠((б╠((б╠(2.0*2.0+2.0*2.0))*(б╠(2.0*2.0+2.0*2.0))+2.0*2.0))*(б╠((б╠(2.0*2.0+2.0*2.0))*(б╠(2.0*2.0+2.0*2.0))+2.0*2.0))+4.0*4.0)))),"Square(A,B,C,D), IsMidpointOf(Point(E),Line(A,B)), Line(A,D), Line(B,C), Equals(LengthOf(Line(A,G)),2), Equals(LengthOf(Line(B,F)),4), Equals(MeasureOf(Angle(G,E,F)),90бу), LengthOf(Line(G,F))",Square ABCD  IsMidpointOf Point E Line AB   Line AD  Line BC  Equals LengthOf Line AG  2  Equals LengthOf Line BF  4  Equals MeasureOf Angle GEF  90бу  LengthOf Line GF  ,6
7742,((1.0+3.0)/3.0),"Line(A,B), Perpendicular(Line(C,D),Line(B,D)), Perpendicular(Line(E,F),Line(B,D)), Equals(LengthOf(Line(A,B)),1), Equals(LengthOf(Line(C,D)),3), LengthOf(Line(E,F))",Line AB  Perpendicular Line CD Line BD   Perpendicular Line EF Line BD   Equals LengthOf Line AB  1  Equals LengthOf Line CD  3  LengthOf Line EF  ,0.75
7748,|(((1.0+2.0)*(1.0+2.0))*1.0)-1.0|,"LengthOf(Triangle(A,B,C)), Equals(Equals(RatioOf(Line(A,D),Line(D,B)),RatioOf(Line(A,E),Line(E,C))),\frac{1}{2}), Equals(LengthOf(Triangle(A,D,E)),1), Equals(AreaOf(Quadrilateral(D,B,C,E)),()",LengthOf Triangle ABC   Equals Equals RatioOf Line AD Line DB  RatioOf Line AE Line EC   \frac{1}{2}  Equals LengthOf Triangle ADE  1  Equals AreaOf Quadrilateral DBCE    ,8
7750,(5.0/4.0*8.0),"Point(D), Point(E), Line(A,B), Line(A,C), Equals(MeasureOf(Angle(A,B,C)),MeasureOf(Angle(A,E,D))), Equals(LengthOf(Line(D,E)),4), Equals(LengthOf(Line(A,E)),5), Equals(LengthOf(Line(B,C)),8), LengthOf(Line(A,B))",Point D  Point E  Line AB  Line AC  Equals MeasureOf Angle ABC  MeasureOf Angle AED    Equals LengthOf Line DE  4  Equals LengthOf Line AE  5  Equals LengthOf Line BC  8  LengthOf Line AB  ,10
7751,((1.0+2.0)/1.0),"LengthOf(Triangle(A,B,C)), Parallel(Line(D,E),Line(B,C)), Equals(LengthOf(Line(A,D)),1), Equals(LengthOf(Line(D,B)),2), RatioOf(Line(D,E),Line(B,C))",LengthOf Triangle ABC   Parallel Line DE Line BC   Equals LengthOf Line AD  1  Equals LengthOf Line DB  2  RatioOf Line DE Line BC  ,0.333333333
7752,(б╠((3.0*2)*(3.0*2)-3.0*3.0)),"Parallelogram(A,B,C,D), BisectsAngle(Line(B,E),MeasureOf(Angle(A,B,C))), Line(A,D), Point(E), Line(A,F), Line(C,D), Point(F), Line(B,E), Point(G), Line(A,H), Line(B,C), Point(H), Point(I), Equals(LengthOf(Line(B,I)),Line(I,G)), Equals(LengthOf(Line(A,I)),3), LengthOf(Line(A,E))",Parallelogram ABCD  BisectsAngle Line BE MeasureOf Angle ABC    Line AD  Point E  Line AF  Line CD  Point F  Line BE  Point G  Line AH  Line BC  Point H  Point I  Equals LengthOf Line BI  Line IG   Equals LengthOf Line AI  3  LengthOf Line AE  ,5.196152423
7754,(8.0/4.0*5.0),"Point(D), Point(E), Line(A,B), Line(A,C), Equals(MeasureOf(Angle(A,B,C)),MeasureOf(Angle(A,E,D))), Equals(LengthOf(Line(D,E)),4), Equals(LengthOf(Line(A,E)),5), Equals(LengthOf(Line(B,C)),8), LengthOf(Line(A,B))",Point D  Point E  Line AB  Line AC  Equals MeasureOf Angle ABC  MeasureOf Angle AED    Equals LengthOf Line DE  4  Equals LengthOf Line AE  5  Equals LengthOf Line BC  8  LengthOf Line AB  ,10
